dateTime,clusterBetween,Difference,kernelSize,ROI_DEPTH,clusterDepth,minAngle,maxAngle
0:0:52:885,C[2-1],36,7,390,13,38,48
0:0:52:949,C[2-1],36,7,390,13,38,48
0:1:1:128,C[2-1],30,7,390,13,38,48
0:1:1:175,C[2-1],30,7,390,13,38,48
0:1:1:236,C[2-1],30,7,390,13,38,48
0:1:1:284,C[2-1],30,7,390,13,38,48
0:1:1:330,C[2-1],30,7,390,13,38,48
0:1:1:520,C[2-1],29,7,390,13,38,48
0:1:1:661,C[2-1],29,7,390,13,38,48
0:1:1:787,C[2-1],29,7,390,13,38,48
0:1:1:850,C[2-1],29,7,390,13,38,48
0:1:1:914,C[2-1],29,7,390,13,38,48
0:1:1:978,C[2-1],29,7,390,13,38,48
0:1:2:42,C[2-1],29,7,390,13,38,48
0:1:2:105,C[2-1],28,7,390,13,38,48
0:1:2:170,C[2-1],28,7,390,13,38,48
0:1:2:233,C[2-1],28,7,390,13,38,48
0:1:2:297,C[2-1],28,7,390,13,38,48
0:1:2:346,C[2-1],28,7,390,13,38,48
0:1:2:410,C[2-1],28,7,390,13,38,48
0:1:2:472,C[2-1],27,7,390,13,38,48
0:1:2:532,C[2-1],28,7,390,13,38,48
0:1:2:659,C[2-1],28,7,390,13,38,48
0:1:2:736,C[2-1],27,7,390,13,38,48
0:1:2:800,C[2-1],27,7,390,13,38,48
0:1:2:862,C[2-1],27,7,390,13,38,48
0:1:2:924,C[2-1],27,7,390,13,38,48
0:1:2:987,C[2-1],27,7,390,13,38,48
0:1:3:81,C[2-1],27,7,390,13,38,48
0:1:3:159,C[2-1],27,7,390,13,38,48
0:1:3:222,C[2-1],27,7,390,13,38,48
0:1:3:285,C[2-1],27,7,390,13,38,48
0:1:3:348,C[2-1],29,7,390,13,38,48
0:1:3:412,C[2-1],27,7,390,13,38,48
0:1:3:491,C[2-1],27,7,390,13,38,48
0:1:3:554,C[2-1],27,7,390,13,38,48
0:1:3:634,C[2-1],27,7,390,13,38,48
0:1:3:776,C[2-1],26,7,390,13,38,48
0:1:3:855,C[2-1],27,7,390,13,38,48
0:1:3:918,C[2-1],26,7,390,13,38,48
0:1:3:981,C[2-1],26,7,390,13,38,48
0:1:4:43,C[2-1],27,7,390,13,38,48
0:1:4:105,C[2-1],26,7,390,13,38,48
0:1:4:170,C[2-1],29,7,390,13,38,48
0:1:4:232,C[2-1],27,7,390,13,38,48
0:1:4:296,C[2-1],27,7,390,13,38,48
0:1:4:359,C[2-1],26,7,390,13,38,48
0:1:4:438,C[2-1],26,7,390,13,38,48
0:1:4:502,C[2-1],26,7,390,13,38,48
0:1:4:566,C[2-1],26,7,390,13,38,48
0:1:4:645,C[2-1],29,7,390,13,38,48
0:1:4:721,C[2-1],26,7,390,13,38,48
0:1:4:784,C[2-1],26,7,390,13,38,48
0:1:4:848,C[2-1],26,7,390,13,38,48
0:1:4:911,C[2-1],26,7,390,13,38,48
0:1:4:975,C[2-1],26,7,390,13,38,48
0:1:5:40,C[2-1],26,7,390,13,38,48
0:1:5:102,C[2-1],26,7,390,13,38,48
0:1:5:164,C[2-1],26,7,390,13,38,48
0:1:5:228,C[2-1],26,7,390,13,38,48
0:1:5:292,C[2-1],26,7,390,13,38,48
0:1:5:355,C[2-1],26,7,390,13,38,48
0:1:5:418,C[2-1],26,7,390,13,38,48
0:1:5:479,C[2-1],26,7,390,13,38,48
0:1:5:544,C[2-1],26,7,390,13,38,48
0:1:5:607,C[2-1],26,7,390,13,38,48
0:1:5:672,C[2-1],26,7,390,13,38,48
0:1:5:751,C[2-1],26,7,390,13,38,48
0:1:5:813,C[2-1],26,7,390,13,38,48
0:1:5:874,C[2-1],26,7,390,13,38,48
0:1:5:938,C[2-1],26,7,390,13,38,48
0:1:5:999,C[2-1],26,7,390,13,38,48
0:1:6:61,C[2-1],26,7,390,13,38,48
0:1:6:124,C[2-1],26,7,390,13,38,48
0:1:6:187,C[2-1],26,7,390,13,38,48
0:1:6:246,C[2-1],26,7,390,13,38,48
0:1:6:306,C[2-1],26,7,390,13,38,48
0:1:6:371,C[2-1],26,7,390,13,38,48
0:1:6:434,C[2-1],26,7,390,13,38,48
0:1:6:497,C[2-1],26,7,390,13,38,48
0:1:6:561,C[2-1],26,7,390,13,38,48
0:1:6:623,C[2-1],26,7,390,13,38,48
0:1:6:687,C[2-1],26,7,390,13,38,48
0:1:6:748,C[2-1],26,7,390,13,38,48
0:1:6:813,C[2-1],26,7,390,13,38,48
0:1:6:876,C[2-1],26,7,390,13,38,48
0:1:6:939,C[2-1],26,7,390,13,38,48
0:1:7:0,C[2-1],26,7,390,13,38,48
0:1:7:64,C[2-1],26,7,390,13,38,48
0:1:7:127,C[2-1],26,7,390,13,38,48
0:1:7:193,C[2-1],26,7,390,13,38,48
0:1:7:255,C[2-1],26,7,390,13,38,48
0:1:7:316,C[2-1],26,7,390,13,38,48
0:1:7:379,C[2-1],26,7,390,13,38,48
0:1:7:443,C[2-1],26,7,390,13,38,48
0:1:7:505,C[2-1],26,7,390,13,38,48
0:1:7:567,C[2-1],26,7,390,13,38,48
0:1:7:632,C[2-1],26,7,390,13,38,48
0:1:7:694,C[2-1],26,7,390,13,38,48
0:1:7:755,C[2-1],26,7,390,13,38,48
0:1:7:820,C[2-1],26,7,390,13,38,48
0:1:7:884,C[2-1],26,7,390,13,38,48
0:1:7:960,C[2-1],26,7,390,13,38,48
0:1:8:21,C[2-1],26,7,390,13,38,48
0:1:8:83,C[2-1],26,7,390,13,38,48
0:1:8:145,C[2-1],26,7,390,13,38,48
0:1:8:210,C[2-1],26,7,390,13,38,48
0:1:8:272,C[2-1],26,7,390,13,38,48
0:1:8:334,C[2-1],26,7,390,13,38,48
0:1:8:397,C[2-1],26,7,390,13,38,48
0:1:8:461,C[2-1],26,7,390,13,38,48
0:1:8:524,C[2-1],26,7,390,13,38,48
0:1:8:589,C[2-1],26,7,390,13,38,48
0:1:8:667,C[2-1],26,7,390,13,38,48
0:1:8:730,C[2-1],26,7,390,13,38,48
0:1:8:792,C[2-1],26,7,390,13,38,48
0:1:8:872,C[2-1],26,7,390,13,38,48
0:1:8:934,C[2-1],26,7,390,13,38,48
0:1:8:997,C[2-1],26,7,390,13,38,48
0:1:9:59,C[2-1],26,7,390,13,38,48
0:1:9:122,C[2-1],26,7,390,13,38,48
0:1:9:185,C[2-1],26,7,390,13,38,48
0:1:9:249,C[2-1],26,7,390,13,38,48
0:1:9:312,C[2-1],26,7,390,13,38,48
0:1:9:376,C[2-1],26,7,390,13,38,48
0:1:9:440,C[2-1],26,7,390,13,38,48
0:1:9:487,C[2-1],26,7,390,13,38,48
0:1:9:551,C[2-1],26,7,390,13,38,48
0:1:9:612,C[2-1],26,7,390,13,38,48
0:1:9:659,C[2-1],26,7,390,13,38,48
0:1:9:723,C[2-1],26,7,390,13,38,48
0:1:9:786,C[2-1],26,7,390,13,38,48
0:1:9:848,C[2-1],26,7,390,13,38,48
0:1:9:912,C[2-1],26,7,390,13,38,48
0:1:9:975,C[2-1],26,7,390,13,38,48
0:1:10:35,C[2-1],26,7,390,13,38,48
0:1:10:98,C[2-1],26,7,390,13,38,48
0:1:10:145,C[2-1],26,7,390,13,38,48
0:1:10:208,C[2-1],26,7,390,13,38,48
0:1:10:257,C[2-1],26,7,390,13,38,48
0:1:10:318,C[2-1],26,7,390,13,38,48
0:1:10:380,C[2-1],26,7,390,13,38,48
0:1:10:443,C[2-1],26,7,390,13,38,48
0:1:10:506,C[2-1],26,7,390,13,38,48
0:1:10:571,C[2-1],26,7,390,13,38,48
0:1:10:632,C[2-1],26,7,390,13,38,48
0:1:10:695,C[2-1],26,7,390,13,38,48
0:1:10:759,C[2-1],26,7,390,13,38,48
0:1:10:824,C[2-1],26,7,390,13,38,48
0:1:10:887,C[2-1],26,7,390,13,38,48
0:1:10:949,C[2-1],26,7,390,13,38,48
0:1:11:12,C[2-1],26,7,390,13,38,48
0:1:11:76,C[2-1],26,7,390,13,38,48
0:1:11:123,C[2-1],26,7,390,13,38,48
0:1:11:171,C[2-1],26,7,390,13,38,48
0:1:11:233,C[2-1],26,7,390,13,38,48
0:1:11:300,C[2-1],26,7,390,13,38,48
0:1:11:377,C[2-1],26,7,390,13,38,48
0:1:11:457,C[2-1],26,7,390,13,38,48
0:1:11:530,C[2-1],26,7,390,13,38,48
0:1:11:592,C[2-1],26,7,390,13,38,48
0:1:11:659,C[2-1],26,7,390,13,38,48
0:1:11:721,C[2-1],26,7,390,13,38,48
0:1:11:796,C[2-1],26,7,390,13,38,48
0:1:11:873,C[2-1],26,7,390,13,38,48
0:1:11:937,C[2-1],26,7,390,13,38,48
0:1:12:1,C[2-1],26,7,390,13,38,48
0:1:12:64,C[2-1],26,7,390,13,38,48
0:1:12:128,C[2-1],26,7,390,13,38,48
0:1:12:191,C[2-1],26,7,390,13,38,48
0:1:12:253,C[2-1],26,7,390,13,38,48
0:1:12:318,C[2-1],26,7,390,13,38,48
0:1:12:381,C[2-1],26,7,390,13,38,48
0:1:12:444,C[2-1],26,7,390,13,38,48
0:1:12:507,C[2-1],26,7,390,13,38,48
0:1:12:569,C[2-1],26,7,390,13,38,48
0:1:12:632,C[2-1],26,7,390,13,38,48
0:1:12:696,C[2-1],26,7,390,13,38,48
0:1:12:759,C[2-1],26,7,390,13,38,48
0:1:12:820,C[2-1],26,7,390,13,38,48
0:1:12:868,C[2-1],26,7,390,13,38,48
0:1:12:930,C[2-1],26,7,390,13,38,48
0:1:12:991,C[2-1],26,7,390,13,38,48
0:1:13:38,C[2-1],26,7,390,13,38,48
0:1:13:101,C[2-1],26,7,390,13,38,48
0:1:13:164,C[2-1],26,7,390,13,38,48
0:1:13:226,C[2-1],26,7,390,13,38,48
0:1:13:290,C[2-1],26,7,390,13,38,48
0:1:13:353,C[2-1],26,7,390,13,38,48
0:1:13:416,C[2-1],26,7,390,13,38,48
0:1:13:478,C[2-1],26,7,390,13,38,48
0:1:13:540,C[2-1],26,7,390,13,38,48
0:1:13:603,C[2-1],26,7,390,13,38,48
0:1:13:666,C[2-1],26,7,390,13,38,48
0:1:13:730,C[2-1],26,7,390,13,38,48
0:1:13:792,C[2-1],26,7,390,13,38,48
0:1:13:856,C[2-1],26,7,390,13,38,48
0:1:13:916,C[2-1],26,7,390,13,38,48
0:1:13:963,C[2-1],26,7,390,13,38,48
0:1:14:11,C[2-1],26,7,390,13,38,48
0:1:14:74,C[2-1],26,7,390,13,38,48
0:1:14:122,C[2-1],26,7,390,13,38,48
0:1:14:170,C[2-1],26,7,390,13,38,48
0:1:14:231,C[2-1],26,7,390,13,38,48
0:1:14:297,C[2-1],26,7,390,13,38,48
0:1:14:375,C[2-1],26,7,390,13,38,48
0:1:14:438,C[2-1],26,7,390,13,38,48
0:1:14:501,C[2-1],26,7,390,13,38,48
0:1:14:563,C[2-1],26,7,390,13,38,48
0:1:14:625,C[2-1],26,7,390,13,38,48
0:1:14:689,C[2-1],26,7,390,13,38,48
0:1:14:751,C[2-1],26,7,390,13,38,48
0:1:14:828,C[2-1],26,7,390,13,38,48
0:1:14:891,C[2-1],26,7,390,13,38,48
0:1:14:939,C[2-1],26,7,390,13,38,48
0:1:14:987,C[2-1],26,7,390,13,38,48
0:1:15:33,C[2-1],26,7,390,13,38,48
0:1:15:95,C[2-1],26,7,390,13,38,48
0:1:15:142,C[2-1],26,7,390,13,38,48
0:1:15:191,C[2-1],26,7,390,13,38,48
0:1:15:255,C[2-1],26,7,390,13,38,48
0:1:15:318,C[2-1],26,7,390,13,38,48
0:1:15:382,C[2-1],26,7,390,13,38,48
0:1:15:445,C[2-1],26,7,390,13,38,48
0:1:15:508,C[2-1],26,7,390,13,38,48
0:1:15:571,C[2-1],26,7,390,13,38,48
0:1:15:633,C[2-1],26,7,390,13,38,48
0:1:15:696,C[2-1],26,7,390,13,38,48
0:1:15:759,C[2-1],25,7,390,13,38,48
0:1:15:822,C[2-1],25,7,390,13,38,48
0:1:15:885,C[2-1],26,7,390,13,38,48
0:1:15:946,C[2-1],25,7,390,13,38,48
0:1:16:9,C[2-1],25,7,390,13,38,48
0:1:16:88,C[2-1],25,7,390,13,38,48
0:1:16:152,C[2-1],25,7,390,13,38,48
0:1:16:243,C[2-1],25,7,390,13,38,48
0:1:16:290,C[2-1],25,7,390,13,38,48
0:1:16:337,C[2-1],25,7,390,13,38,48
0:1:16:385,C[2-1],25,7,390,13,38,48
0:1:16:432,C[2-1],25,7,390,13,38,48
0:1:16:479,C[2-1],25,7,390,13,38,48
0:1:16:527,C[2-1],25,7,390,13,38,48
0:1:16:575,C[2-1],25,7,390,13,38,48
0:1:16:634,C[2-1],25,7,390,13,38,48
0:1:16:697,C[2-1],25,7,390,13,38,48
0:1:16:758,C[2-1],25,7,390,13,38,48
0:1:16:821,C[2-1],25,7,390,13,38,48
0:1:16:869,C[2-1],25,7,390,13,38,48
0:1:16:931,C[2-1],25,7,390,13,38,48
0:1:16:977,C[2-1],25,7,390,13,38,48
0:1:17:27,C[2-1],25,7,390,13,38,48
0:1:17:73,C[2-1],25,7,390,13,38,48
0:1:17:134,C[2-1],25,7,390,13,38,48
0:1:17:197,C[2-1],25,7,390,13,38,48
0:1:17:260,C[2-1],25,7,390,13,38,48
0:1:17:322,C[2-1],25,7,390,13,38,48
0:1:17:386,C[2-1],25,7,390,13,38,48
0:1:17:448,C[2-1],25,7,390,13,38,48
0:1:17:511,C[2-1],25,7,390,13,38,48
0:1:17:574,C[2-1],25,7,390,13,38,48
0:1:17:621,C[2-1],25,7,390,13,38,48
0:1:17:682,C[2-1],25,7,390,13,38,48
0:1:17:744,C[2-1],25,7,390,13,38,48
0:1:17:805,C[2-1],25,7,390,13,38,48
0:1:17:867,C[2-1],25,7,390,13,38,48
0:1:17:931,C[2-1],25,7,390,13,38,48
0:1:17:993,C[2-1],25,7,390,13,38,48
0:1:18:56,C[2-1],25,7,390,13,38,48
0:1:18:117,C[2-1],25,7,390,13,38,48
0:1:18:179,C[2-1],25,7,390,13,38,48
0:1:18:242,C[2-1],25,7,390,13,38,48
0:1:18:290,C[2-1],25,7,390,13,38,48
0:1:18:338,C[2-1],25,7,390,13,38,48
0:1:18:400,C[2-1],25,7,390,13,38,48
0:1:18:477,C[2-1],25,7,390,13,38,48
0:1:18:540,C[2-1],25,7,390,13,38,48
0:1:18:601,C[2-1],25,7,390,13,38,48
0:1:18:649,C[2-1],25,7,390,13,38,48
0:1:18:712,C[2-1],25,7,390,13,38,48
0:1:18:774,C[2-1],25,7,390,13,38,48
0:1:18:822,C[2-1],25,7,390,13,38,48
0:1:18:883,C[2-1],25,7,390,13,38,48
0:1:18:946,C[2-1],25,7,390,13,38,48
0:1:19:8,C[2-1],25,7,390,13,38,48
0:1:19:55,C[2-1],25,7,390,13,38,48
0:1:19:103,C[2-1],25,7,390,13,38,48
0:1:19:166,C[2-1],25,7,390,13,38,48
0:1:19:213,C[2-1],25,7,390,13,38,48
0:1:19:261,C[2-1],25,7,390,13,38,48
0:1:19:307,C[2-1],25,7,390,13,38,48
0:1:19:355,C[2-1],25,7,390,13,38,48
0:1:19:418,C[2-1],25,7,390,13,38,48
0:1:19:482,C[2-1],25,7,390,13,38,48
0:1:19:543,C[2-1],25,7,390,13,38,48
0:1:19:607,C[2-1],25,7,390,13,38,48
0:1:19:669,C[2-1],25,7,390,13,38,48
0:1:19:730,C[2-1],25,7,390,13,38,48
0:1:19:792,C[2-1],25,7,390,13,38,48
0:1:19:855,C[2-1],25,7,390,13,38,48
0:1:19:918,C[2-1],25,7,390,13,38,48
0:1:19:978,C[2-1],25,7,390,13,38,48
0:1:20:26,C[2-1],25,7,390,13,38,48
0:1:20:73,C[2-1],25,7,390,13,38,48
0:1:20:134,C[2-1],25,7,390,13,38,48
0:1:20:181,C[2-1],25,7,390,13,38,48
0:1:20:242,C[2-1],25,7,390,13,38,48
0:1:20:290,C[2-1],25,7,390,13,38,48
0:1:20:338,C[2-1],25,7,390,13,38,48
0:1:20:400,C[2-1],25,7,390,13,38,48
0:1:20:464,C[2-1],25,7,390,13,38,48
0:1:20:528,C[2-1],25,7,390,13,38,48
0:1:20:604,C[2-1],25,7,390,13,38,48
0:1:20:651,C[2-1],25,7,390,13,38,48
0:1:20:715,C[2-1],25,7,390,13,38,48
0:1:20:778,C[2-1],25,7,390,13,38,48
0:1:20:841,C[2-1],25,7,390,13,38,48
0:1:20:905,C[2-1],25,7,390,13,38,48
0:1:20:968,C[2-1],25,7,390,13,38,48
0:1:21:31,C[2-1],25,7,390,13,38,48
0:1:21:93,C[2-1],25,7,390,13,38,48
0:1:21:140,C[2-1],25,7,390,13,38,48
0:1:21:205,C[2-1],25,7,390,13,38,48
0:1:21:252,C[2-1],25,7,390,13,38,48
0:1:21:315,C[2-1],25,7,390,13,38,48
0:1:21:380,C[2-1],25,7,390,13,38,48
0:1:21:443,C[2-1],25,7,390,13,38,48
0:1:21:504,C[2-1],25,7,390,13,38,48
0:1:21:566,C[2-1],25,7,390,13,38,48
0:1:21:629,C[2-1],25,7,390,13,38,48
0:1:21:692,C[2-1],25,7,390,13,38,48
0:1:21:755,C[2-1],25,7,390,13,38,48
0:1:21:819,C[2-1],25,7,390,13,38,48
0:1:21:882,C[2-1],25,7,390,13,38,48
0:1:21:945,C[2-1],24,7,390,13,38,48
0:1:22:8,C[2-1],25,7,390,13,38,48
0:1:22:71,C[2-1],25,7,390,13,38,48
0:1:22:133,C[2-1],25,7,390,13,38,48
0:1:22:195,C[2-1],25,7,390,13,38,48
0:1:22:258,C[2-1],25,7,390,13,38,48
0:1:22:320,C[2-1],24,7,390,13,38,48
0:1:22:368,C[2-1],24,7,390,13,38,48
0:1:22:431,C[2-1],24,7,390,13,38,48
0:1:22:495,C[2-1],24,7,390,13,38,48
0:1:22:559,C[2-1],24,7,390,13,38,48
0:1:22:619,C[2-1],24,7,390,13,38,48
0:1:22:682,C[2-1],23,7,390,13,38,48
0:1:22:745,C[2-1],24,7,390,13,38,48
0:1:22:810,C[2-1],24,7,390,13,38,48
0:1:22:888,C[2-1],24,7,390,13,38,48
0:1:22:951,C[2-1],24,7,390,13,38,48
0:1:23:13,C[2-1],24,7,390,13,38,48
0:1:23:79,C[2-1],24,7,390,13,38,48
0:1:23:169,C[2-1],24,7,390,13,38,48
0:1:23:217,C[2-1],24,7,390,13,38,48
0:1:23:280,C[2-1],24,7,390,13,38,48
0:1:23:358,C[2-1],24,7,390,13,38,48
0:1:23:405,C[2-1],24,7,390,13,38,48
0:1:23:470,C[2-1],24,7,390,13,38,48
0:1:23:533,C[2-1],24,7,390,13,38,48
0:1:23:596,C[2-1],24,7,390,13,38,48
0:1:23:658,C[2-1],24,7,390,13,38,48
0:1:23:720,C[2-1],24,7,390,13,38,48
0:1:23:782,C[2-1],24,7,390,13,38,48
0:1:23:846,C[2-1],24,7,390,13,38,48
0:1:23:909,C[2-1],24,7,390,13,38,48
0:1:23:973,C[2-1],24,7,390,13,38,48
0:1:24:34,C[2-1],24,7,390,13,38,48
0:1:24:98,C[2-1],24,7,390,13,38,48
0:1:24:161,C[2-1],24,7,390,13,38,48
0:1:24:208,C[2-1],24,7,390,13,38,48
0:1:24:256,C[2-1],24,7,390,13,38,48
0:1:24:304,C[2-1],24,7,390,13,38,48
0:1:24:353,C[2-1],24,7,390,13,38,48
0:1:24:415,C[2-1],24,7,390,13,38,48
0:1:24:477,C[2-1],24,7,390,13,38,48
0:1:24:524,C[2-1],24,7,390,13,38,48
0:1:24:571,C[2-1],24,7,390,13,38,48
0:1:24:619,C[2-1],24,7,390,13,38,48
0:1:24:682,C[2-1],24,7,390,13,38,48
0:1:24:744,C[2-1],24,7,390,13,38,48
0:1:24:791,C[2-1],24,7,390,13,38,48
0:1:24:853,C[2-1],24,7,390,13,38,48
0:1:24:917,C[2-1],24,7,390,13,38,48
0:1:24:979,C[2-1],24,7,390,13,38,48
0:1:25:44,C[2-1],24,7,390,13,38,48
0:1:25:123,C[2-1],23,7,390,13,38,48
0:1:25:217,C[2-1],24,7,390,13,38,48
0:1:25:281,C[2-1],24,7,390,13,38,48
0:1:25:345,C[2-1],24,7,390,13,38,48
0:1:25:407,C[2-1],24,7,390,13,38,48
0:1:25:472,C[2-1],24,7,390,13,38,48
0:1:25:534,C[2-1],24,7,390,13,38,48
0:1:25:612,C[2-1],24,7,390,13,38,48
0:1:25:675,C[2-1],24,7,390,13,38,48
0:1:25:738,C[2-1],24,7,390,13,38,48
0:1:25:802,C[2-1],24,7,390,13,38,48
0:1:25:880,C[2-1],24,7,390,13,38,48
0:1:25:943,C[2-1],23,7,390,13,38,48
0:1:26:5,C[2-1],23,7,390,13,38,48
0:1:26:67,C[2-1],23,7,390,13,38,48
0:1:26:130,C[2-1],23,7,390,13,38,48
0:1:26:208,C[2-1],23,7,390,13,38,48
0:1:26:275,C[2-1],23,7,390,13,38,48
0:1:26:332,C[2-1],23,7,390,13,38,48
0:1:26:394,C[2-1],22,7,390,13,38,48
0:1:26:458,C[2-1],23,7,390,13,38,48
0:1:26:520,C[2-1],23,7,390,13,38,48
0:1:26:582,C[2-1],23,7,390,13,38,48
0:1:26:644,C[2-1],23,7,390,13,38,48
0:1:26:707,C[2-1],23,7,390,13,38,48
0:1:26:755,C[2-1],23,7,390,13,38,48
0:1:26:817,C[2-1],24,7,390,13,38,48
0:1:26:879,C[2-1],23,7,390,13,38,48
0:1:26:942,C[2-1],24,7,390,13,38,48
0:1:26:989,C[2-1],23,7,390,13,38,48
0:1:27:52,C[2-1],23,7,390,13,38,48
0:1:27:115,C[2-1],23,7,390,13,38,48
0:1:27:177,C[2-1],23,7,390,13,38,48
0:1:27:227,C[2-1],23,7,390,13,38,48
0:1:27:289,C[2-1],23,7,390,13,38,48
0:1:27:351,C[2-1],23,7,390,13,38,48
0:1:27:413,C[2-1],23,7,390,13,38,48
0:1:27:474,C[2-1],23,7,390,13,38,48
0:1:27:535,C[2-1],23,7,390,13,38,48
0:1:27:599,C[2-1],23,7,390,13,38,48
0:1:27:645,C[2-1],23,7,390,13,38,48
0:1:27:708,C[2-1],23,7,390,13,38,48
0:1:27:756,C[2-1],23,7,390,13,38,48
0:1:27:817,C[2-1],23,7,390,13,38,48
0:1:27:880,C[2-1],23,7,390,13,38,48
0:1:27:957,C[2-1],23,7,390,13,38,48
0:1:28:20,C[2-1],23,7,390,13,38,48
0:1:28:112,C[2-1],23,7,390,13,38,48
0:1:28:176,C[2-1],23,7,390,13,38,48
0:1:28:251,C[2-1],23,7,390,13,38,48
0:1:28:314,C[2-1],23,7,390,13,38,48
0:1:28:378,C[2-1],23,7,390,13,38,48
0:1:28:440,C[2-1],23,7,390,13,38,48
0:1:28:503,C[2-1],23,7,390,13,38,48
0:1:28:564,C[2-1],23,7,390,13,38,48
0:1:28:626,C[2-1],23,7,390,13,38,48
0:1:28:688,C[2-1],23,7,390,13,38,48
0:1:28:751,C[2-1],23,7,390,13,38,48
0:1:28:814,C[2-1],23,7,390,13,38,48
0:1:28:876,C[2-1],23,7,390,13,38,48
0:1:28:939,C[2-1],23,7,390,13,38,48
0:1:29:2,C[2-1],23,7,390,13,38,48
0:1:29:65,C[2-1],23,7,390,13,38,48
0:1:29:143,C[2-1],23,7,390,13,38,48
0:1:29:206,C[2-1],23,7,390,13,38,48
0:1:29:267,C[2-1],23,7,390,13,38,48
0:1:29:330,C[2-1],23,7,390,13,38,48
0:1:29:392,C[2-1],23,7,390,13,38,48
0:1:29:456,C[2-1],23,7,390,13,38,48
0:1:29:516,C[2-1],23,7,390,13,38,48
0:1:29:580,C[2-1],23,7,390,13,38,48
0:1:29:643,C[2-1],23,7,390,13,38,48
0:1:29:707,C[2-1],23,7,390,13,38,48
0:1:29:770,C[2-1],23,7,390,13,38,48
0:1:29:831,C[2-1],23,7,390,13,38,48
0:1:29:894,C[2-1],23,7,390,13,38,48
0:1:29:942,C[2-1],23,7,390,13,38,48
0:1:30:6,C[2-1],23,7,390,13,38,48
0:1:30:69,C[2-1],23,7,390,13,38,48
0:1:30:132,C[2-1],23,7,390,13,38,48
0:1:30:197,C[2-1],23,7,390,13,38,48
0:1:30:273,C[2-1],23,7,390,13,38,48
0:1:30:336,C[2-1],23,7,390,13,38,48
0:1:30:414,C[2-1],23,7,390,13,38,48
0:1:30:478,C[2-1],23,7,390,13,38,48
0:1:30:542,C[2-1],23,7,390,13,38,48
0:1:30:607,C[2-1],23,7,390,13,38,48
0:1:30:671,C[2-1],23,7,390,13,38,48
0:1:30:746,C[2-1],23,7,390,13,38,48
0:1:30:810,C[2-1],23,7,390,13,38,48
0:1:30:874,C[2-1],23,7,390,13,38,48
0:1:30:936,C[2-1],23,7,390,13,38,48
0:1:30:997,C[2-1],23,7,390,13,38,48
0:1:31:60,C[2-1],23,7,390,13,38,48
0:1:31:124,C[2-1],23,7,390,13,38,48
0:1:31:171,C[2-1],23,7,390,13,38,48
0:1:31:234,C[2-1],23,7,390,13,38,48
0:1:31:298,C[2-1],23,7,390,13,38,48
0:1:31:345,C[2-1],23,7,390,13,38,48
0:1:31:392,C[2-1],23,7,390,13,38,48
0:1:31:454,C[2-1],23,7,390,13,38,48
0:1:31:518,C[2-1],23,7,390,13,38,48
0:1:31:581,C[2-1],23,7,390,13,38,48
0:1:31:642,C[2-1],23,7,390,13,38,48
0:1:31:705,C[2-1],23,7,390,13,38,48
0:1:31:768,C[2-1],23,7,390,13,38,48
0:1:31:833,C[2-1],23,7,390,13,38,48
0:1:31:895,C[2-1],23,7,390,13,38,48
0:1:31:957,C[2-1],23,7,390,13,38,48
0:1:32:5,C[2-1],23,7,390,13,38,48
0:1:32:68,C[2-1],23,7,390,13,38,48
0:1:32:130,C[2-1],23,7,390,13,38,48
0:1:32:192,C[2-1],23,7,390,13,38,48
0:1:32:240,C[2-1],23,7,390,13,38,48
0:1:32:304,C[2-1],23,7,390,13,38,48
0:1:32:350,C[2-1],23,7,390,13,38,48
0:1:32:415,C[2-1],23,7,390,13,38,48
0:1:32:477,C[2-1],23,7,390,13,38,48
0:1:32:540,C[2-1],23,7,390,13,38,48
0:1:32:604,C[2-1],23,7,390,13,38,48
0:1:32:652,C[2-1],23,7,390,13,38,48
0:1:32:716,C[2-1],23,7,390,13,38,48
0:1:32:776,C[2-1],23,7,390,13,38,48
0:1:32:839,C[2-1],23,7,390,13,38,48
0:1:32:900,C[2-1],23,7,390,13,38,48
0:1:32:963,C[2-1],23,7,390,13,38,48
0:1:33:26,C[2-1],23,7,390,13,38,48
0:1:33:87,C[2-1],23,7,390,13,38,48
0:1:33:152,C[2-1],23,7,390,13,38,48
0:1:33:214,C[2-1],23,7,390,13,38,48
0:1:33:291,C[2-1],23,7,390,13,38,48
0:1:33:355,C[2-1],23,7,390,13,38,48
0:1:33:416,C[2-1],23,7,390,13,38,48
0:1:33:479,C[2-1],23,7,390,13,38,48
0:1:33:543,C[2-1],23,7,390,13,38,48
0:1:33:607,C[2-1],23,7,390,13,38,48
0:1:33:685,C[2-1],23,7,390,13,38,48
0:1:33:746,C[2-1],23,7,390,13,38,48
0:1:33:794,C[2-1],23,7,390,13,38,48
0:1:33:857,C[2-1],23,7,390,13,38,48
0:1:33:920,C[2-1],23,7,390,13,38,48
0:1:33:983,C[2-1],23,7,390,13,38,48
0:1:34:31,C[2-1],23,7,390,13,38,48
0:1:34:96,C[2-1],23,7,390,13,38,48
0:1:34:172,C[2-1],23,7,390,13,38,48
0:1:34:236,C[2-1],23,7,390,13,38,48
0:1:34:300,C[2-1],23,7,390,13,38,48
0:1:34:362,C[2-1],23,7,390,13,38,48
0:1:34:427,C[2-1],23,7,390,13,38,48
0:1:34:506,C[2-1],23,7,390,13,38,48
0:1:34:568,C[2-1],23,7,390,13,38,48
