dateTime,clusterBetween,Difference,kernelSize,ROI_DEPTH,clusterDepth,minAngle,maxAngle
0:5:33:994,C[4-3],27,7,294,13,38,48
0:5:33:994,C[3-2],24,7,294,13,38,48
0:5:33:994,C[2-1],20,7,294,13,38,48
0:5:34:74,C[5-4],29,7,294,13,38,48
0:5:34:74,C[4-3],26,7,294,13,38,48
0:5:34:74,C[3-2],25,7,294,13,38,48
0:5:34:74,C[2-1],20,7,294,13,38,48
0:5:34:167,C[5-4],31,7,294,13,38,48
0:5:34:167,C[4-3],25,7,294,13,38,48
0:5:34:167,C[3-2],24,7,294,13,38,48
0:5:34:167,C[2-1],20,7,294,13,38,48
0:5:34:261,C[5-4],29,7,294,13,38,48
0:5:34:261,C[4-3],26,7,294,13,38,48
0:5:34:261,C[3-2],25,7,294,13,38,48
0:5:34:261,C[2-1],20,7,294,13,38,48
0:5:34:340,C[5-4],31,7,294,13,38,48
0:5:34:340,C[4-3],25,7,294,13,38,48
0:5:34:340,C[3-2],24,7,294,13,38,48
0:5:34:340,C[2-1],20,7,294,13,38,48
0:5:34:418,C[5-4],29,7,294,13,38,48
0:5:34:418,C[4-3],26,7,294,13,38,48
0:5:34:418,C[3-2],25,7,294,13,38,48
0:5:34:418,C[2-1],20,7,294,13,38,48
0:5:34:495,C[5-4],31,7,294,13,38,48
0:5:34:495,C[4-3],25,7,294,13,38,48
0:5:34:495,C[3-2],24,7,294,13,38,48
0:5:34:495,C[2-1],20,7,294,13,38,48
0:5:34:590,C[5-4],29,7,294,13,38,48
0:5:34:590,C[4-3],26,7,294,13,38,48
0:5:34:590,C[3-2],25,7,294,13,38,48
0:5:34:590,C[2-1],20,7,294,13,38,48
0:5:34:669,C[5-4],29,7,294,13,38,48
0:5:34:669,C[4-3],26,7,294,13,38,48
0:5:34:669,C[3-2],25,7,294,13,38,48
0:5:34:669,C[2-1],20,7,294,13,38,48
0:5:34:749,C[5-4],29,7,294,13,38,48
0:5:34:749,C[4-3],26,7,294,13,38,48
0:5:34:749,C[3-2],25,7,294,13,38,48
0:5:34:749,C[2-1],20,7,294,13,38,48
0:5:34:843,C[5-4],29,7,294,13,38,48
0:5:34:843,C[4-3],26,7,294,13,38,48
0:5:34:843,C[3-2],25,7,294,13,38,48
0:5:34:843,C[2-1],20,7,294,13,38,48
0:5:34:938,C[5-4],31,7,294,13,38,48
0:5:34:938,C[4-3],25,7,294,13,38,48
0:5:34:938,C[3-2],24,7,294,13,38,48
0:5:34:938,C[2-1],20,7,294,13,38,48
0:5:35:33,C[5-4],29,7,294,13,38,48
0:5:35:33,C[4-3],27,7,294,13,38,48
0:5:35:33,C[3-2],24,7,294,13,38,48
0:5:35:33,C[2-1],20,7,294,13,38,48
0:5:35:111,C[5-4],31,7,294,13,38,48
0:5:35:111,C[4-3],25,7,294,13,38,48
0:5:35:111,C[3-2],24,7,294,13,38,48
0:5:35:111,C[2-1],20,7,294,13,38,48
0:5:35:192,C[5-4],29,7,294,13,38,48
0:5:35:192,C[4-3],27,7,294,13,38,48
0:5:35:192,C[3-2],24,7,294,13,38,48
0:5:35:192,C[2-1],20,7,294,13,38,48
0:5:35:271,C[5-4],29,7,294,13,38,48
0:5:35:271,C[4-3],26,7,294,13,38,48
0:5:35:271,C[3-2],25,7,294,13,38,48
0:5:35:271,C[2-1],20,7,294,13,38,48
0:5:35:364,C[5-4],29,7,294,13,38,48
0:5:35:364,C[4-3],26,7,294,13,38,48
0:5:35:364,C[3-2],25,7,294,13,38,48
0:5:35:364,C[2-1],20,7,294,13,38,48
0:5:35:444,C[5-4],29,7,294,13,38,48
0:5:35:444,C[4-3],27,7,294,13,38,48
0:5:35:444,C[3-2],24,7,294,13,38,48
0:5:35:444,C[2-1],20,7,294,13,38,48
0:5:35:521,C[5-4],29,7,294,13,38,48
0:5:35:521,C[4-3],27,7,294,13,38,48
0:5:35:521,C[3-2],24,7,294,13,38,48
0:5:35:521,C[2-1],20,7,294,13,38,48
0:5:35:600,C[5-4],29,7,294,13,38,48
0:5:35:600,C[4-3],27,7,294,13,38,48
0:5:35:600,C[3-2],24,7,294,13,38,48
0:5:35:600,C[2-1],20,7,294,13,38,48
0:5:35:680,C[5-4],31,7,294,13,38,48
0:5:35:680,C[4-3],24,7,294,13,38,48
0:5:35:680,C[3-2],25,7,294,13,38,48
0:5:35:680,C[2-1],20,7,294,13,38,48
0:5:35:760,C[5-4],31,7,294,13,38,48
0:5:35:760,C[4-3],24,7,294,13,38,48
0:5:35:760,C[3-2],25,7,294,13,38,48
0:5:35:760,C[2-1],20,7,294,13,38,48
0:5:35:838,C[5-4],31,7,294,13,38,48
0:5:35:838,C[4-3],24,7,294,13,38,48
0:5:35:838,C[3-2],25,7,294,13,38,48
0:5:35:838,C[2-1],20,7,294,13,38,48
0:5:35:902,C[5-4],29,7,294,13,38,48
0:5:35:902,C[4-3],26,7,294,13,38,48
0:5:35:902,C[3-2],22,7,294,13,38,48
0:5:35:902,C[2-1],23,7,294,13,38,48
0:5:35:963,C[5-4],29,7,294,13,38,48
0:5:35:963,C[4-3],27,7,294,13,38,48
0:5:35:963,C[3-2],24,7,294,13,38,48
0:5:35:963,C[2-1],20,7,294,13,38,48
0:5:36:27,C[5-4],29,7,294,13,38,48
0:5:36:27,C[4-3],27,7,294,13,38,48
0:5:36:27,C[3-2],24,7,294,13,38,48
0:5:36:27,C[2-1],20,7,294,13,38,48
0:5:36:104,C[5-4],29,7,294,13,38,48
0:5:36:104,C[4-3],27,7,294,13,38,48
0:5:36:104,C[3-2],24,7,294,13,38,48
0:5:36:104,C[2-1],20,7,294,13,38,48
0:5:36:169,C[5-4],29,7,294,13,38,48
0:5:36:169,C[4-3],26,7,294,13,38,48
0:5:36:169,C[3-2],25,7,294,13,38,48
0:5:36:169,C[2-1],20,7,294,13,38,48
0:5:36:262,C[5-4],31,7,294,13,38,48
0:5:36:262,C[4-3],25,7,294,13,38,48
0:5:36:262,C[3-2],24,7,294,13,38,48
0:5:36:262,C[2-1],20,7,294,13,38,48
0:5:36:339,C[5-4],31,7,294,13,38,48
0:5:36:339,C[4-3],25,7,294,13,38,48
0:5:36:339,C[3-2],24,7,294,13,38,48
0:5:36:339,C[2-1],20,7,294,13,38,48
0:5:36:430,C[5-4],31,7,294,13,38,48
0:5:36:430,C[4-3],24,7,294,13,38,48
0:5:36:430,C[3-2],25,7,294,13,38,48
0:5:36:430,C[2-1],20,7,294,13,38,48
0:5:36:506,C[5-4],29,7,294,13,38,48
0:5:36:506,C[4-3],27,7,294,13,38,48
0:5:36:506,C[3-2],24,7,294,13,38,48
0:5:36:506,C[2-1],20,7,294,13,38,48
0:5:36:568,C[5-4],29,7,294,13,38,48
0:5:36:568,C[4-3],26,7,294,13,38,48
0:5:36:568,C[3-2],25,7,294,13,38,48
0:5:36:568,C[2-1],20,7,294,13,38,48
0:5:36:630,C[5-4],31,7,294,13,38,48
0:5:36:630,C[4-3],25,7,294,13,38,48
0:5:36:630,C[3-2],24,7,294,13,38,48
0:5:36:630,C[2-1],20,7,294,13,38,48
0:5:36:694,C[5-4],31,7,294,13,38,48
0:5:36:694,C[4-3],25,7,294,13,38,48
0:5:36:694,C[3-2],24,7,294,13,38,48
0:5:36:694,C[2-1],20,7,294,13,38,48
0:5:36:756,C[5-4],31,7,294,13,38,48
0:5:36:756,C[4-3],25,7,294,13,38,48
0:5:36:756,C[3-2],24,7,294,13,38,48
0:5:36:756,C[2-1],20,7,294,13,38,48
0:5:36:836,C[5-4],29,7,294,13,38,48
0:5:36:836,C[4-3],27,7,294,13,38,48
0:5:36:836,C[3-2],24,7,294,13,38,48
0:5:36:836,C[2-1],20,7,294,13,38,48
0:5:36:962,C[5-4],29,7,294,13,38,48
0:5:36:962,C[4-3],26,7,294,13,38,48
0:5:36:962,C[3-2],25,7,294,13,38,48
0:5:36:962,C[2-1],20,7,294,13,38,48
0:5:37:57,C[5-4],29,7,294,13,38,48
0:5:37:57,C[4-3],27,7,294,13,38,48
0:5:37:57,C[3-2],24,7,294,13,38,48
0:5:37:57,C[2-1],20,7,294,13,38,48
0:5:37:151,C[5-4],29,7,294,13,38,48
0:5:37:151,C[4-3],26,7,294,13,38,48
0:5:37:151,C[3-2],25,7,294,13,38,48
0:5:37:151,C[2-1],20,7,294,13,38,48
0:5:37:229,C[5-4],29,7,294,13,38,48
0:5:37:229,C[4-3],27,7,294,13,38,48
0:5:37:229,C[3-2],24,7,294,13,38,48
0:5:37:229,C[2-1],20,7,294,13,38,48
0:5:37:291,C[5-4],31,7,294,13,38,48
0:5:37:291,C[4-3],24,7,294,13,38,48
0:5:37:291,C[3-2],25,7,294,13,38,48
0:5:37:291,C[2-1],20,7,294,13,38,48
0:5:37:371,C[5-4],29,7,294,13,38,48
0:5:37:371,C[4-3],26,7,294,13,38,48
0:5:37:371,C[3-2],25,7,294,13,38,48
0:5:37:371,C[2-1],20,7,294,13,38,48
0:5:37:464,C[5-4],29,7,294,13,38,48
0:5:37:464,C[4-3],27,7,294,13,38,48
0:5:37:464,C[3-2],24,7,294,13,38,48
0:5:37:464,C[2-1],20,7,294,13,38,48
0:5:37:529,C[5-4],29,7,294,13,38,48
0:5:37:529,C[4-3],26,7,294,13,38,48
0:5:37:529,C[3-2],25,7,294,13,38,48
0:5:37:529,C[2-1],20,7,294,13,38,48
0:5:37:639,C[5-4],29,7,294,13,38,48
0:5:37:639,C[4-3],27,7,294,13,38,48
0:5:37:639,C[3-2],21,7,294,13,38,48
0:5:37:639,C[2-1],23,7,294,13,38,48
0:5:37:733,C[5-4],31,7,294,13,38,48
0:5:37:733,C[4-3],25,7,294,13,38,48
0:5:37:733,C[3-2],24,7,294,13,38,48
0:5:37:733,C[2-1],20,7,294,13,38,48
0:5:37:812,C[5-4],29,7,294,13,38,48
0:5:37:812,C[4-3],27,7,294,13,38,48
0:5:37:812,C[3-2],24,7,294,13,38,48
0:5:37:812,C[2-1],20,7,294,13,38,48
0:5:37:892,C[5-4],31,7,294,13,38,48
0:5:37:892,C[4-3],25,7,294,13,38,48
0:5:37:892,C[3-2],24,7,294,13,38,48
0:5:37:892,C[2-1],20,7,294,13,38,48
0:5:37:970,C[5-4],31,7,294,13,38,48
0:5:37:970,C[4-3],25,7,294,13,38,48
0:5:37:970,C[3-2],24,7,294,13,38,48
0:5:37:970,C[2-1],20,7,294,13,38,48
0:5:38:33,C[5-4],29,7,294,13,38,48
0:5:38:33,C[4-3],27,7,294,13,38,48
0:5:38:33,C[3-2],24,7,294,13,38,48
0:5:38:33,C[2-1],20,7,294,13,38,48
0:5:38:96,C[5-4],31,7,294,13,38,48
0:5:38:96,C[4-3],25,7,294,13,38,48
0:5:38:96,C[3-2],24,7,294,13,38,48
0:5:38:96,C[2-1],20,7,294,13,38,48
0:5:38:158,C[5-4],31,7,294,13,38,48
0:5:38:158,C[4-3],25,7,294,13,38,48
0:5:38:158,C[3-2],24,7,294,13,38,48
0:5:38:158,C[2-1],20,7,294,13,38,48
0:5:38:220,C[5-4],31,7,294,13,38,48
0:5:38:220,C[4-3],24,7,294,13,38,48
0:5:38:220,C[3-2],25,7,294,13,38,48
0:5:38:220,C[2-1],20,7,294,13,38,48
0:5:38:284,C[5-4],28,7,294,13,38,48
0:5:38:284,C[4-3],27,7,294,13,38,48
0:5:38:284,C[3-2],24,7,294,13,38,48
0:5:38:284,C[2-1],20,7,294,13,38,48
0:5:38:378,C[5-4],29,7,294,13,38,48
0:5:38:378,C[4-3],27,7,294,13,38,48
0:5:38:378,C[3-2],24,7,294,13,38,48
0:5:38:378,C[2-1],20,7,294,13,38,48
0:5:38:488,C[5-4],31,7,294,13,38,48
0:5:38:488,C[4-3],25,7,294,13,38,48
0:5:38:488,C[3-2],24,7,294,13,38,48
0:5:38:488,C[2-1],20,7,294,13,38,48
0:5:38:568,C[5-4],30,7,294,13,38,48
0:5:38:568,C[4-3],25,7,294,13,38,48
0:5:38:568,C[3-2],24,7,294,13,38,48
0:5:38:568,C[2-1],20,7,294,13,38,48
0:5:38:646,C[5-4],30,7,294,13,38,48
0:5:38:646,C[4-3],25,7,294,13,38,48
0:5:38:646,C[3-2],24,7,294,13,38,48
0:5:38:646,C[2-1],20,7,294,13,38,48
0:5:38:727,C[5-4],30,7,294,13,38,48
0:5:38:727,C[4-3],24,7,294,13,38,48
0:5:38:727,C[3-2],25,7,294,13,38,48
0:5:38:727,C[2-1],20,7,294,13,38,48
0:5:38:789,C[5-4],30,7,294,13,38,48
0:5:38:789,C[4-3],25,7,294,13,38,48
0:5:38:789,C[3-2],24,7,294,13,38,48
0:5:38:789,C[2-1],20,7,294,13,38,48
0:5:38:852,C[5-4],28,7,294,13,38,48
0:5:38:852,C[4-3],26,7,294,13,38,48
0:5:38:852,C[3-2],25,7,294,13,38,48
0:5:38:852,C[2-1],20,7,294,13,38,48
0:5:38:915,C[5-4],30,7,294,13,38,48
0:5:38:915,C[4-3],25,7,294,13,38,48
0:5:38:915,C[3-2],24,7,294,13,38,48
0:5:38:915,C[2-1],20,7,294,13,38,48
0:5:38:993,C[5-4],30,7,294,13,38,48
0:5:38:993,C[4-3],25,7,294,13,38,48
0:5:38:993,C[3-2],24,7,294,13,38,48
0:5:38:993,C[2-1],20,7,294,13,38,48
0:5:39:105,C[5-4],30,7,294,13,38,48
0:5:39:105,C[4-3],25,7,294,13,38,48
0:5:39:105,C[3-2],24,7,294,13,38,48
0:5:39:105,C[2-1],20,7,294,13,38,48
0:5:39:216,C[5-4],30,7,294,13,38,48
0:5:39:216,C[4-3],24,7,294,13,38,48
0:5:39:216,C[3-2],25,7,294,13,38,48
0:5:39:216,C[2-1],20,7,294,13,38,48
0:5:39:311,C[5-4],30,7,294,13,38,48
0:5:39:311,C[4-3],24,7,294,13,38,48
0:5:39:311,C[3-2],25,7,294,13,38,48
0:5:39:311,C[2-1],20,7,294,13,38,48
0:5:39:391,C[5-4],28,7,294,13,38,48
0:5:39:391,C[4-3],27,7,294,13,38,48
0:5:39:391,C[3-2],24,7,294,13,38,48
0:5:39:391,C[2-1],20,7,294,13,38,48
0:5:39:454,C[5-4],30,7,294,13,38,48
0:5:39:454,C[4-3],24,7,294,13,38,48
0:5:39:454,C[3-2],25,7,294,13,38,48
0:5:39:454,C[2-1],20,7,294,13,38,48
0:5:39:519,C[5-4],28,7,294,13,38,48
0:5:39:519,C[4-3],26,7,294,13,38,48
0:5:39:519,C[3-2],25,7,294,13,38,48
0:5:39:519,C[2-1],20,7,294,13,38,48
0:5:39:582,C[5-4],30,7,294,13,38,48
0:5:39:582,C[4-3],25,7,294,13,38,48
0:5:39:582,C[3-2],24,7,294,13,38,48
0:5:39:582,C[2-1],20,7,294,13,38,48
0:5:39:658,C[5-4],30,7,294,13,38,48
0:5:39:658,C[4-3],25,7,294,13,38,48
0:5:39:658,C[3-2],24,7,294,13,38,48
0:5:39:658,C[2-1],20,7,294,13,38,48
0:5:39:754,C[5-4],30,7,294,13,38,48
0:5:39:754,C[4-3],25,7,294,13,38,48
0:5:39:754,C[3-2],24,7,294,13,38,48
0:5:39:754,C[2-1],20,7,294,13,38,48
0:5:39:864,C[5-4],28,7,294,13,38,48
0:5:39:864,C[4-3],27,7,294,13,38,48
0:5:39:864,C[3-2],24,7,294,13,38,48
0:5:39:864,C[2-1],20,7,294,13,38,48
0:5:39:960,C[5-4],30,7,294,13,38,48
0:5:39:960,C[4-3],25,7,294,13,38,48
0:5:39:960,C[3-2],24,7,294,13,38,48
0:5:39:960,C[2-1],20,7,294,13,38,48
0:5:40:21,C[5-4],30,7,294,13,38,48
0:5:40:21,C[4-3],25,7,294,13,38,48
0:5:40:21,C[3-2],24,7,294,13,38,48
0:5:40:21,C[2-1],20,7,294,13,38,48
0:5:40:84,C[5-4],28,7,294,13,38,48
0:5:40:84,C[4-3],26,7,294,13,38,48
0:5:40:84,C[3-2],25,7,294,13,38,48
0:5:40:84,C[2-1],20,7,294,13,38,48
0:5:40:148,C[5-4],30,7,294,13,38,48
0:5:40:148,C[4-3],24,7,294,13,38,48
0:5:40:148,C[3-2],25,7,294,13,38,48
0:5:40:148,C[2-1],20,7,294,13,38,48
0:5:40:211,C[5-4],28,7,294,13,38,48
0:5:40:211,C[4-3],27,7,294,13,38,48
0:5:40:211,C[3-2],24,7,294,13,38,48
0:5:40:211,C[2-1],20,7,294,13,38,48
0:5:40:274,C[5-4],30,7,294,13,38,48
0:5:40:274,C[4-3],25,7,294,13,38,48
0:5:40:274,C[3-2],24,7,294,13,38,48
0:5:40:274,C[2-1],20,7,294,13,38,48
0:5:40:337,C[5-4],30,7,294,13,38,48
0:5:40:337,C[4-3],24,7,294,13,38,48
0:5:40:337,C[3-2],25,7,294,13,38,48
0:5:40:337,C[2-1],20,7,294,13,38,48
0:5:40:401,C[5-4],30,7,294,13,38,48
0:5:40:401,C[4-3],24,7,294,13,38,48
0:5:40:401,C[3-2],25,7,294,13,38,48
0:5:40:401,C[2-1],20,7,294,13,38,48
0:5:40:492,C[5-4],30,7,294,13,38,48
0:5:40:492,C[4-3],25,7,294,13,38,48
0:5:40:492,C[3-2],24,7,294,13,38,48
0:5:40:492,C[2-1],20,7,294,13,38,48
0:5:40:587,C[5-4],30,7,294,13,38,48
0:5:40:587,C[4-3],25,7,294,13,38,48
0:5:40:587,C[3-2],24,7,294,13,38,48
0:5:40:587,C[2-1],20,7,294,13,38,48
0:5:40:663,C[5-4],31,7,294,13,38,48
0:5:40:663,C[4-3],25,7,294,13,38,48
0:5:40:663,C[3-2],24,7,294,13,38,48
0:5:40:663,C[2-1],20,7,294,13,38,48
0:5:40:742,C[5-4],28,7,294,13,38,48
0:5:40:742,C[4-3],26,7,294,13,38,48
0:5:40:742,C[3-2],25,7,294,13,38,48
0:5:40:742,C[2-1],20,7,294,13,38,48
0:5:40:820,C[5-4],30,7,294,13,38,48
0:5:40:820,C[4-3],25,7,294,13,38,48
0:5:40:820,C[3-2],24,7,294,13,38,48
0:5:40:820,C[2-1],20,7,294,13,38,48
0:5:40:897,C[5-4],30,7,294,13,38,48
0:5:40:897,C[4-3],25,7,294,13,38,48
0:5:40:897,C[3-2],24,7,294,13,38,48
0:5:40:897,C[2-1],20,7,294,13,38,48
0:5:40:960,C[5-4],30,7,294,13,38,48
0:5:40:960,C[4-3],24,7,294,13,38,48
0:5:40:960,C[3-2],25,7,294,13,38,48
0:5:40:960,C[2-1],20,7,294,13,38,48
0:5:41:24,C[5-4],30,7,294,13,38,48
0:5:41:24,C[4-3],24,7,294,13,38,48
0:5:41:24,C[3-2],25,7,294,13,38,48
0:5:41:24,C[2-1],20,7,294,13,38,48
0:5:41:103,C[5-4],30,7,294,13,38,48
0:5:41:103,C[4-3],25,7,294,13,38,48
0:5:41:103,C[3-2],24,7,294,13,38,48
0:5:41:103,C[2-1],20,7,294,13,38,48
0:5:41:200,C[5-4],30,7,294,13,38,48
0:5:41:200,C[4-3],25,7,294,13,38,48
0:5:41:200,C[3-2],24,7,294,13,38,48
0:5:41:200,C[2-1],20,7,294,13,38,48
0:5:41:294,C[5-4],30,7,294,13,38,48
0:5:41:294,C[4-3],25,7,294,13,38,48
0:5:41:294,C[3-2],24,7,294,13,38,48
0:5:41:294,C[2-1],20,7,294,13,38,48
0:5:41:373,C[5-4],30,7,294,13,38,48
0:5:41:373,C[4-3],25,7,294,13,38,48
0:5:41:373,C[3-2],24,7,294,13,38,48
0:5:41:373,C[2-1],20,7,294,13,38,48
0:5:41:452,C[5-4],30,7,294,13,38,48
0:5:41:452,C[4-3],25,7,294,13,38,48
0:5:41:452,C[3-2],24,7,294,13,38,48
0:5:41:452,C[2-1],20,7,294,13,38,48
0:5:41:516,C[5-4],28,7,294,13,38,48
0:5:41:516,C[4-3],26,7,294,13,38,48
0:5:41:516,C[3-2],25,7,294,13,38,48
0:5:41:516,C[2-1],20,7,294,13,38,48
0:5:41:579,C[5-4],28,7,294,13,38,48
0:5:41:579,C[4-3],27,7,294,13,38,48
0:5:41:579,C[3-2],24,7,294,13,38,48
0:5:41:579,C[2-1],20,7,294,13,38,48
0:5:41:641,C[5-4],30,7,294,13,38,48
0:5:41:641,C[4-3],25,7,294,13,38,48
0:5:41:641,C[3-2],24,7,294,13,38,48
0:5:41:641,C[2-1],20,7,294,13,38,48
0:5:41:704,C[5-4],30,7,294,13,38,48
0:5:41:704,C[4-3],25,7,294,13,38,48
0:5:41:704,C[3-2],24,7,294,13,38,48
0:5:41:704,C[2-1],20,7,294,13,38,48
0:5:41:767,C[5-4],30,7,294,13,38,48
0:5:41:767,C[4-3],25,7,294,13,38,48
0:5:41:767,C[3-2],24,7,294,13,38,48
0:5:41:767,C[2-1],20,7,294,13,38,48
0:5:41:863,C[5-4],30,7,294,13,38,48
0:5:41:863,C[4-3],25,7,294,13,38,48
0:5:41:863,C[3-2],24,7,294,13,38,48
0:5:41:863,C[2-1],20,7,294,13,38,48
0:5:41:971,C[5-4],30,7,294,13,38,48
0:5:41:971,C[4-3],24,7,294,13,38,48
0:5:41:971,C[3-2],25,7,294,13,38,48
0:5:41:971,C[2-1],20,7,294,13,38,48
0:5:42:65,C[5-4],28,7,294,13,38,48
0:5:42:65,C[4-3],27,7,294,13,38,48
0:5:42:65,C[3-2],24,7,294,13,38,48
0:5:42:65,C[2-1],20,7,294,13,38,48
0:5:42:128,C[5-4],30,7,294,13,38,48
0:5:42:128,C[4-3],25,7,294,13,38,48
0:5:42:128,C[3-2],24,7,294,13,38,48
0:5:42:128,C[2-1],20,7,294,13,38,48
0:5:42:192,C[5-4],28,7,294,13,38,48
0:5:42:192,C[4-3],27,7,294,13,38,48
0:5:42:192,C[3-2],24,7,294,13,38,48
0:5:42:192,C[2-1],20,7,294,13,38,48
0:5:42:254,C[5-4],30,7,294,13,38,48
0:5:42:254,C[4-3],24,7,294,13,38,48
0:5:42:254,C[3-2],25,7,294,13,38,48
0:5:42:254,C[2-1],20,7,294,13,38,48
0:5:42:318,C[5-4],30,7,294,13,38,48
0:5:42:318,C[4-3],25,7,294,13,38,48
0:5:42:318,C[3-2],24,7,294,13,38,48
0:5:42:318,C[2-1],20,7,294,13,38,48
0:5:42:380,C[5-4],30,7,294,13,38,48
0:5:42:380,C[4-3],25,7,294,13,38,48
0:5:42:380,C[3-2],24,7,294,13,38,48
0:5:42:380,C[2-1],20,7,294,13,38,48
0:5:42:443,C[5-4],30,7,294,13,38,48
0:5:42:443,C[4-3],24,7,294,13,38,48
0:5:42:443,C[3-2],25,7,294,13,38,48
0:5:42:443,C[2-1],20,7,294,13,38,48
0:5:42:571,C[5-4],30,7,294,13,38,48
0:5:42:571,C[4-3],25,7,294,13,38,48
0:5:42:571,C[3-2],24,7,294,13,38,48
0:5:42:571,C[2-1],20,7,294,13,38,48
0:5:42:713,C[5-4],30,7,294,13,38,48
0:5:42:713,C[4-3],25,7,294,13,38,48
0:5:42:713,C[3-2],24,7,294,13,38,48
0:5:42:713,C[2-1],20,7,294,13,38,48
0:5:42:822,C[5-4],30,7,294,13,38,48
0:5:42:822,C[4-3],25,7,294,13,38,48
0:5:42:822,C[3-2],24,7,294,13,38,48
0:5:42:822,C[2-1],20,7,294,13,38,48
0:5:42:902,C[5-4],28,7,294,13,38,48
0:5:42:902,C[4-3],26,7,294,13,38,48
0:5:42:902,C[3-2],25,7,294,13,38,48
0:5:42:902,C[2-1],20,7,294,13,38,48
0:5:42:982,C[5-4],30,7,294,13,38,48
0:5:42:982,C[4-3],25,7,294,13,38,48
0:5:42:982,C[3-2],24,7,294,13,38,48
0:5:42:982,C[2-1],20,7,294,13,38,48
0:5:43:43,C[5-4],30,7,294,13,38,48
0:5:43:43,C[4-3],25,7,294,13,38,48
0:5:43:43,C[3-2],24,7,294,13,38,48
0:5:43:43,C[2-1],20,7,294,13,38,48
0:5:43:105,C[5-4],30,7,294,13,38,48
0:5:43:105,C[4-3],25,7,294,13,38,48
0:5:43:105,C[3-2],24,7,294,13,38,48
0:5:43:105,C[2-1],20,7,294,13,38,48
0:5:43:169,C[5-4],28,7,294,13,38,48
0:5:43:169,C[4-3],27,7,294,13,38,48
0:5:43:169,C[3-2],24,7,294,13,38,48
0:5:43:169,C[2-1],20,7,294,13,38,48
0:5:43:231,C[5-4],30,7,294,13,38,48
0:5:43:231,C[4-3],25,7,294,13,38,48
0:5:43:231,C[3-2],24,7,294,13,38,48
0:5:43:231,C[2-1],20,7,294,13,38,48
0:5:43:294,C[5-4],30,7,294,13,38,48
0:5:43:294,C[4-3],25,7,294,13,38,48
0:5:43:294,C[3-2],24,7,294,13,38,48
0:5:43:294,C[2-1],20,7,294,13,38,48
0:5:43:358,C[5-4],30,7,294,13,38,48
0:5:43:358,C[4-3],24,7,294,13,38,48
0:5:43:358,C[3-2],25,7,294,13,38,48
0:5:43:358,C[2-1],20,7,294,13,38,48
0:5:43:420,C[5-4],30,7,294,13,38,48
0:5:43:420,C[4-3],25,7,294,13,38,48
0:5:43:420,C[3-2],24,7,294,13,38,48
0:5:43:420,C[2-1],20,7,294,13,38,48
0:5:43:484,C[5-4],30,7,294,13,38,48
0:5:43:484,C[4-3],25,7,294,13,38,48
0:5:43:484,C[3-2],24,7,294,13,38,48
0:5:43:484,C[2-1],20,7,294,13,38,48
0:5:43:563,C[5-4],30,7,294,13,38,48
0:5:43:563,C[4-3],25,7,294,13,38,48
0:5:43:563,C[3-2],24,7,294,13,38,48
0:5:43:563,C[2-1],20,7,294,13,38,48
0:5:43:643,C[5-4],28,7,294,13,38,48
0:5:43:643,C[4-3],26,7,294,13,38,48
0:5:43:643,C[3-2],25,7,294,13,38,48
0:5:43:643,C[2-1],20,7,294,13,38,48
0:5:43:735,C[5-4],30,7,294,13,38,48
0:5:43:735,C[4-3],25,7,294,13,38,48
0:5:43:735,C[3-2],24,7,294,13,38,48
0:5:43:735,C[2-1],20,7,294,13,38,48
0:5:43:830,C[5-4],30,7,294,13,38,48
0:5:43:830,C[4-3],25,7,294,13,38,48
0:5:43:830,C[3-2],24,7,294,13,38,48
0:5:43:830,C[2-1],20,7,294,13,38,48
0:5:43:893,C[5-4],30,7,294,13,38,48
0:5:43:893,C[4-3],25,7,294,13,38,48
0:5:43:893,C[3-2],24,7,294,13,38,48
0:5:43:893,C[2-1],20,7,294,13,38,48
0:5:43:957,C[5-4],30,7,294,13,38,48
0:5:43:957,C[4-3],25,7,294,13,38,48
0:5:43:957,C[3-2],24,7,294,13,38,48
0:5:43:957,C[2-1],20,7,294,13,38,48
0:5:44:35,C[5-4],28,7,294,13,38,48
0:5:44:35,C[4-3],26,7,294,13,38,48
0:5:44:35,C[3-2],25,7,294,13,38,48
0:5:44:35,C[2-1],20,7,294,13,38,48
0:5:44:113,C[5-4],30,7,294,13,38,48
0:5:44:113,C[4-3],25,7,294,13,38,48
0:5:44:113,C[3-2],24,7,294,13,38,48
0:5:44:113,C[2-1],20,7,294,13,38,48
0:5:44:193,C[5-4],28,7,294,13,38,48
0:5:44:193,C[4-3],27,7,294,13,38,48
0:5:44:193,C[3-2],24,7,294,13,38,48
0:5:44:193,C[2-1],20,7,294,13,38,48
0:5:44:254,C[5-4],30,7,294,13,38,48
0:5:44:254,C[4-3],25,7,294,13,38,48
0:5:44:254,C[3-2],24,7,294,13,38,48
0:5:44:254,C[2-1],20,7,294,13,38,48
0:5:44:317,C[5-4],30,7,294,13,38,48
0:5:44:317,C[4-3],25,7,294,13,38,48
0:5:44:317,C[3-2],24,7,294,13,38,48
0:5:44:317,C[2-1],20,7,294,13,38,48
0:5:44:413,C[5-4],30,7,294,13,38,48
0:5:44:413,C[4-3],24,7,294,13,38,48
0:5:44:413,C[3-2],25,7,294,13,38,48
0:5:44:413,C[2-1],20,7,294,13,38,48
0:5:44:509,C[5-4],28,7,294,13,38,48
